date,open,high,low,close,adj close,volume
2020-12-30,25.520000,26.639999,24.840000,26.350000,26.350000,5562600
2020-12-31,26.240000,26.530001,24.760000,25.940001,25.940001,6697600
2021-01-04,26.049999,26.540001,24.469999,26.379999,26.379999,6916700
2021-01-05,25.930000,28.280001,25.870001,28.010000,28.010000,3738700
2021-01-06,27.920000,30.490000,26.799999,28.299999,28.299999,4787900
2021-01-07,29.629999,33.980000,29.209999,32.889999,32.889999,6540200
2021-01-08,33.480000,39.560001,33.049999,36.700001,36.700001,12216400
2021-01-11,37.549999,37.570000,33.720001,34.259998,34.259998,7322900
2021-01-12,34.599998,35.400002,32.470001,33.240002,33.240002,5000100
2021-01-13,34.169998,36.540001,33.799999,34.349998,34.349998,4959900
2021-01-14,34.279999,38.529999,34.279999,37.720001,37.720001,6286100
2021-01-15,37.990002,40.770000,36.680000,36.919998,36.919998,6506900
