date,open,high,low,close,adj close,volume
2020-12-30,24.969999,25.910000,24.629999,25.100000,25.100000,34586700
2020-12-31,24.629999,24.719999,23.520000,23.549999,23.549999,39760000
2021-01-04,23.910000,24.500000,22.500000,23.370001,23.370001,44970400
2021-01-05,23.180000,24.670000,22.889999,24.600000,24.600000,29050400
2021-01-06,24.120001,24.459999,23.250000,23.540001,23.540001,32732900
2021-01-07,24.020000,25.190001,23.670000,25.000000,25.000000,32240000
2021-01-08,25.700001,26.440001,24.700001,25.200001,25.200001,41313800
2021-01-11,24.610001,26.600000,24.309999,25.930000,25.930000,32609000
2021-01-12,26.340000,26.420000,25.510000,26.180000,26.180000,26995000
2021-01-13,25.709999,27.430000,25.129999,25.500000,25.500000,51216600
2021-01-14,25.450001,25.620001,24.370001,24.920000,24.920000,32908000
2021-01-15,26.260000,28.000000,25.459999,25.639999,25.639999,92037000
