date,open,high,low,close,adj close,volume
2020-12-30,48.980000,51.709999,48.980000,50.990002,50.990002,576600
2020-12-31,51.189999,51.580002,48.799999,48.939999,48.939999,447800
2021-01-04,48.820000,49.799999,46.509998,47.340000,47.340000,503700
2021-01-05,47.439999,48.910000,47.360001,48.279999,48.279999,353200
2021-01-06,48.160000,49.970001,47.910000,48.860001,48.860001,596800
2021-01-07,49.320000,52.660000,49.320000,50.599998,50.599998,602000
2021-01-08,51.169998,57.090000,51.000000,51.990002,51.990002,1155200
2021-01-11,51.299999,52.000000,49.299999,49.860001,49.860001,597800
2021-01-12,50.470001,51.340000,48.860001,49.959999,49.959999,658800
2021-01-13,49.869999,51.869999,49.259998,49.950001,49.950001,474900
2021-01-14,50.230000,55.020000,50.000000,52.580002,52.580002,679900
2021-01-15,52.480000,54.639999,50.540001,50.790001,50.790001,605300
