date,open,high,low,close,adj close,volume
2020-12-30,43.435001,47.189999,42.240002,45.240002,45.240002,23811100
2020-12-31,46.000000,46.009998,41.770000,42.750000,42.750000,11893800
2021-01-04,41.360001,42.395000,37.000000,37.505001,37.505001,12303800
2021-01-05,36.630001,41.750000,36.610001,40.590000,40.590000,8715100
2021-01-06,43.797001,45.349998,40.279999,41.369999,41.369999,11735600
2021-01-07,42.299999,47.674000,42.270000,44.200001,44.200001,15545700
2021-01-08,45.299999,46.900002,41.299999,43.910000,43.910000,16235800
2021-01-11,42.291000,53.639999,42.130001,52.000000,52.000000,22029100
2021-01-12,53.250000,57.849998,48.705002,52.310001,52.310001,22409000
2021-01-13,53.233002,53.500000,49.759998,50.810001,50.810001,8463200
2021-01-14,50.990002,54.799999,49.200001,52.619999,52.619999,10683100
2021-01-15,51.299999,52.299999,46.599998,47.099998,47.099998,10400500
