date,open,high,low,close,adj close,volume
2020-12-30,40.000000,40.910000,39.889999,40.560001,40.560001,8504600
2020-12-31,40.299999,40.740002,39.759998,40.209999,40.209999,8703100
2021-01-04,40.169998,40.340000,38.330002,38.730000,38.730000,15123400
2021-01-05,38.490002,40.090000,38.450001,39.549999,39.549999,12317200
2021-01-06,39.639999,40.900002,39.540001,40.380001,40.380001,12881100
2021-01-07,40.450001,40.950001,40.209999,40.230000,40.230000,9136300
2021-01-08,40.410000,40.689999,39.770000,40.020000,40.020000,9497500
2021-01-11,39.080002,39.990002,38.900002,39.410000,39.410000,11754900
2021-01-12,39.689999,40.410000,39.160000,40.299999,40.299999,9725000
2021-01-13,40.009998,40.740002,39.630001,40.450001,40.450001,10852500
2021-01-14,41.209999,42.639999,41.119999,41.470001,41.470001,17658300
2021-01-15,41.669998,41.669998,39.959999,39.980000,39.980000,15439000
