date,open,high,low,close,adj close,volume
2020-12-30,142.160004,142.610001,140.660004,141.580002,141.580002,3052100
2020-12-31,141.699997,141.789993,140.369995,141.470001,141.470001,2948500
2021-01-04,142.850006,142.970001,138.320007,140.100006,140.100006,6178500
2021-01-05,138.600006,141.660004,138.600006,141.229996,141.229996,4163100
2021-01-06,141.250000,143.570007,139.529999,142.350006,142.350006,6072900
2021-01-07,143.199997,145.639999,143.000000,144.949997,144.949997,5256900
2021-01-08,145.550003,146.820007,144.899994,146.350006,146.350006,3950500
2021-01-11,146.000000,147.100006,144.800003,147.050003,147.050003,4254100
2021-01-12,146.500000,146.850006,144.380005,145.050003,145.050003,3678800
2021-01-13,144.830002,145.130005,142.429993,143.039993,143.039993,3330100
2021-01-14,143.660004,144.899994,140.929993,141.300003,141.300003,4104000
2021-01-15,140.559998,142.380005,139.880005,140.720001,140.720001,6411900
