date,open,high,low,close,adj close,volume
2020-12-30,215.940002,221.509995,214.067001,221.039993,221.039993,9837000
2020-12-31,217.710007,219.449997,214.419998,217.639999,217.639999,6864100
2021-01-04,222.494995,225.979996,216.000000,221.160004,221.160004,9838400
2021-01-05,219.419998,230.339996,219.000000,229.750000,229.750000,9699400
2021-01-06,223.410004,233.500000,223.160995,226.889999,226.889999,12003500
2021-01-07,232.520004,240.399994,231.500000,239.479996,239.479996,10214200
2021-01-08,244.350006,246.490005,237.179993,241.449997,241.449997,9102100
2021-01-11,231.610001,232.740005,225.300003,225.500000,225.500000,14107500
2021-01-12,228.509995,229.330002,223.720001,227.520004,227.520004,8452900
2021-01-13,228.949997,234.820999,226.800003,230.919998,230.919998,7601400
2021-01-14,233.899994,238.759995,229.589996,232.789993,232.789993,6706500
2021-01-15,233.630005,236.429993,225.580002,227.750000,227.750000,7034500
