date,open,high,low,close,adj close,volume
2020-12-30,352.339996,354.989990,347.380005,349.559998,349.559998,1113000
2020-12-31,351.700012,352.019989,335.959991,338.500000,338.500000,1541300
2021-01-04,339.000000,340.596008,326.260010,334.589996,334.589996,1968900
2021-01-05,330.429993,341.790009,329.000000,341.239990,341.239990,1375400
2021-01-06,329.089996,337.929993,326.109985,329.010010,329.010010,1837600
2021-01-07,339.880005,357.500000,337.315002,357.149994,357.149994,2057900
2021-01-08,362.339996,373.005005,355.790009,360.269989,360.269989,2136200
2021-01-11,359.600006,367.679993,356.000000,362.010010,362.010010,1261400
2021-01-12,363.000000,375.739990,362.255005,375.149994,375.149994,1258200
2021-01-13,376.000000,381.954987,367.989990,369.000000,369.000000,1486100
2021-01-14,373.329987,386.750000,371.225006,385.100006,385.100006,1817100
2021-01-15,385.000000,398.286011,383.373993,388.649994,388.649994,1790100
