date,open,high,low,close,adj close,volume
2020-12-30,54.779999,58.439999,54.639999,56.580002,56.580002,1249700
2020-12-31,56.500000,56.700001,52.860001,54.400002,54.400002,1129800
2021-01-04,55.660000,57.599998,53.540001,55.910000,55.910000,1325500
2021-01-05,55.860001,61.160000,54.560001,61.009998,61.009998,1816500
2021-01-06,59.990002,69.889999,58.880001,66.739998,66.739998,2704000
2021-01-07,69.110001,77.830002,68.199997,77.480003,77.480003,2263200
2021-01-08,79.000000,86.129997,75.639999,78.360001,78.360001,3254100
2021-01-11,77.879997,78.809998,71.331001,72.779999,72.779999,2077300
2021-01-12,72.470001,75.889999,72.425003,75.690002,75.690002,1572300
2021-01-13,75.430000,80.709999,74.709999,76.010002,76.010002,1568600
2021-01-14,77.360001,85.797997,76.510002,83.300003,83.300003,1536300
2021-01-15,84.000000,92.000000,81.589996,81.889999,81.889999,2621800
