date,open,high,low,close,adj close,volume
2020-12-30,243.348007,243.389999,234.645004,238.389999,238.389999,44812300
2020-12-31,237.460007,238.919998,231.026993,232.729996,232.729996,23406900
2021-01-04,226.500000,230.380005,225.039993,227.850006,227.850006,24897900
2021-01-05,229.050003,240.759995,228.119995,240.399994,240.399994,35823800
2021-01-06,234.949997,238.300003,225.860001,227.610001,227.610001,37146100
2021-01-07,229.309998,229.949997,220.089996,226.899994,226.899994,49361800
2021-01-08,227.880005,238.600006,226.682999,236.190002,236.190002,34884900
2021-01-11,229.899994,230.824997,225.860001,227.369995,227.369995,23036900
2021-01-12,228.384995,229.750000,225.139999,225.600006,225.600006,19042900
2021-01-13,229.940002,240.490005,226.289993,235.300003,235.300003,38805100
2021-01-14,245.309998,245.699997,241.470001,242.979996,242.979996,31381600
2021-01-15,246.250000,246.990005,242.149994,243.460007,243.460007,21127300
