date,open,high,low,close,adj close,volume
2020-12-30,18.290001,18.350000,18.160000,18.180000,18.180000,1724500
2020-12-31,18.290001,18.290001,18.110001,18.200001,18.200001,1171100
2021-01-04,18.200001,18.240000,17.900000,17.990000,17.990000,2732300
2021-01-05,17.889999,17.920000,17.719999,17.830000,17.830000,1572500
2021-01-06,17.700001,17.969999,17.700001,17.900000,17.900000,1862600
2021-01-07,17.860001,17.969999,17.719999,17.900000,17.900000,2367400
2021-01-08,17.990000,18.370001,17.900000,18.250000,18.250000,4657000
2021-01-11,18.280001,18.580000,18.180000,18.320000,18.320000,4793400
2021-01-12,18.389999,18.500000,18.219999,18.270000,18.270000,4674200
2021-01-13,18.100000,18.120001,17.930000,18.059999,18.059999,3303700
2021-01-14,17.920000,18.030001,17.840000,17.900000,17.900000,2499800
2021-01-15,17.500000,17.510000,17.250000,17.440001,17.440001,4118700
