date,open,high,low,close,adj close,volume
2020-12-30,23.000000,23.320000,22.740000,22.930000,22.930000,3152700
2020-12-31,22.840000,22.950001,22.500000,22.610001,22.610001,2198000
2021-01-04,22.820000,24.070000,22.299999,22.940001,22.940001,8949900
2021-01-05,22.850000,23.450001,22.780001,23.360001,23.360001,3412800
2021-01-06,23.330000,23.790001,22.799999,22.900000,22.900000,6806800
2021-01-07,23.340000,23.735001,23.139999,23.650000,23.650000,3334500
2021-01-08,23.799999,24.370001,23.559999,23.730000,23.730000,5623900
2021-01-11,23.290001,23.975000,23.049999,23.530001,23.530001,3416000
2021-01-12,23.600000,23.790001,23.270000,23.420000,23.420000,2542500
2021-01-13,23.340000,23.590000,23.135000,23.280001,23.280001,2780000
2021-01-14,23.410000,24.030001,23.260000,23.350000,23.350000,3616500
2021-01-15,23.340000,23.594999,22.809999,22.860001,22.860001,2883300
