date,open,high,low,close,adj close,volume
2020-12-30,28.540001,28.680000,28.430000,28.490000,27.994688,34347800
2020-12-31,28.450001,28.799999,28.389999,28.760000,28.259995,38596700
2021-01-04,29.389999,29.490000,29.020000,29.440001,28.928171,65484000
2021-01-05,29.500000,29.750000,29.190001,29.260000,28.751301,62730000
2021-01-06,29.410000,30.000000,29.370001,29.830000,29.311392,55480000
2021-01-07,30.020000,30.090000,29.680000,29.910000,29.389999,53825800
2021-01-08,29.139999,29.209999,28.750000,29.020000,29.020000,54736900
2021-01-11,28.740000,29.020000,28.680000,28.870001,28.870001,30857000
2021-01-12,28.870001,28.870001,28.510000,28.750000,28.750000,43440500
2021-01-13,28.790001,28.799999,28.469999,28.610001,28.610001,38809000
2021-01-14,28.650000,29.770000,28.530001,29.290001,29.290001,63858700
2021-01-15,28.950001,29.290001,28.820000,29.170000,29.170000,40626100
