date,open,high,low,close,adj close,volume
2020-12-30,48.060001,49.990002,47.750000,48.950001,48.950001,9497200
2020-12-31,48.897999,48.950001,46.520000,46.560001,46.560001,14535100
2021-01-04,47.000000,47.230000,44.500000,44.860001,44.860001,14106500
2021-01-05,44.349998,47.779999,44.104000,47.580002,47.580002,15146800
2021-01-06,51.341999,51.799999,47.919998,48.994999,48.994999,40876800
2021-01-07,50.060001,50.400002,49.215000,49.770000,49.770000,13108800
2021-01-08,50.310001,52.619999,49.910000,52.000000,52.000000,18242400
2021-01-11,50.900002,54.299999,49.810001,53.599998,53.599998,14488700
2021-01-12,53.919998,55.580002,52.709999,53.389999,53.389999,17054900
2021-01-13,53.509998,55.230000,52.619999,54.630001,54.630001,11517600
2021-01-14,55.070000,56.770000,54.599998,54.919998,54.919998,11362000
2021-01-15,54.509998,55.029999,51.700001,53.700001,53.700001,9997900
