date,open,high,low,close,adj close,volume
2020-12-30,44.599998,46.220001,43.950001,44.200001,44.200001,3580300
2020-12-31,44.160000,44.330002,41.310001,41.810001,41.810001,4164400
2021-01-04,42.840000,44.599998,41.709999,43.639999,43.639999,4663800
2021-01-05,43.200001,46.330002,42.369999,46.220001,46.220001,3507000
2021-01-06,45.279999,47.180000,44.200001,45.540001,45.540001,3642300
2021-01-07,46.580002,49.818001,46.500000,49.189999,49.189999,3273500
2021-01-08,50.279999,53.790001,49.939999,51.130001,51.130001,5760300
2021-01-11,47.540001,48.180000,45.200001,45.939999,45.939999,7452500
2021-01-12,46.200001,48.720001,45.900002,47.590000,47.590000,4052400
2021-01-13,48.459999,53.849998,48.099998,51.369999,51.369999,6557500
2021-01-14,52.090000,55.785000,51.919998,53.439999,53.439999,3976400
2021-01-15,53.490002,56.150002,52.540001,52.590000,52.590000,4120300
