date,open,high,low,close,adj close,volume
2020-12-30,95.559998,97.559998,95.300003,96.040001,96.040001,5468000
2020-12-31,96.419998,96.540001,92.059998,93.260002,93.260002,7855900
2021-01-04,94.199997,94.599998,91.419998,93.139999,93.139999,7600200
2021-01-05,92.180000,94.480003,92.180000,94.375000,94.375000,5445300
2021-01-06,93.529999,97.266998,93.029999,95.279999,95.279999,6512200
2021-01-07,97.400002,103.629997,97.175003,103.379997,103.379997,6784100
2021-01-08,105.050003,109.279999,103.239998,105.860001,105.860001,8526800
2021-01-11,104.709999,105.620003,102.029999,104.449997,104.449997,5248900
2021-01-12,105.269997,106.309998,103.250000,104.339996,104.339996,3966100
2021-01-13,105.000000,107.099998,103.959999,105.599998,105.599998,4378300
2021-01-14,106.510002,110.110001,106.180000,109.300003,109.300003,6109800
2021-01-15,110.750000,112.410004,107.360001,107.959999,107.959999,9294200
