date,open,high,low,close,adj close,volume
2020-12-30,80.000000,82.370003,79.889999,80.720001,80.720001,339100
2020-12-31,81.059998,81.059998,80.320000,80.519997,80.519997,195200
2021-01-04,79.800003,80.000000,78.279999,78.699997,78.699997,673800
2021-01-05,79.540001,80.879997,79.540001,80.879997,80.879997,289700
2021-01-06,79.360001,79.360001,78.139999,78.690002,78.690002,380000
2021-01-07,79.029999,79.209999,78.000000,79.010002,79.010002,472600
2021-01-08,79.550003,80.449997,79.019997,80.050003,80.050003,493000
2021-01-11,78.580002,79.879997,78.580002,79.290001,79.290001,287200
2021-01-12,80.489998,80.489998,79.599998,80.309998,80.309998,301500
2021-01-13,79.959999,79.959999,79.000000,79.169998,79.169998,399300
2021-01-14,79.239998,79.570000,79.000000,79.209999,79.209999,282700
2021-01-15,79.500000,79.500000,78.510002,78.750000,78.750000,371100
